;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
b_bogolyubovo;Bogoljubovo;Bogoljubovo;Bogoljubovo;;Bogoljubovo;;;;;;;;;x
b_yurevpolskiy;Jur'ev-Pol'skij;Jur'ev-Pol'skij;Jur'ev-Pol'skij;;Jur'ev-Pol'skij;;;;;;;;;x
b_shartura;Satura;Satura;Satura;;Satura;;;;;;;;;x
b_suzivanovo;Ivanovo;Ivanovo;Ivanovo;;Ivanovo;;;;;;;;;x
b_gavrilovposad;Gavrilovskoye;Gavrilovskoye;Gavrilovskoye;;Gavrilovskoye;;;;;;;;;x
b_suzdal;Suzdal;Suzdal;Suzdal;;Suzdal;;;;;;;;;x
b_kidksa;Kideksa;Kideksa;Kideksa;;Kideksa;;;;;;;;;x
b_kovrov;Kovrov;Kovrov;Kovrov;;Kovrov;;;;;;;;;x
b_gorokhovets;Gorohovec;Gorohovec;Gorohovec;;Gorohovec;;;;;;;;;x
b_shuya;Suja;Suja;Suja;;Suja;;;;;;;;;x
b_suzstarodub;Starodub;Starodub;Starodub;;Starodub;;;;;;;;;x
b_jaropoleczalesskij;Jaropolec-Zalesskij;Jaropolec-Zalesskij;Jaropolec-Zalesskij;;Jaropolec-Zalesskij;;;;;;;;;x
#Nizhny Novgorod;;;;;;;;;;;;;;
b_puchishche;Puchishche;Puchishche;Puchishche;;Puchishche;;;;;;;;;x
b_chalovsk;Vasilyeva;Vasilyeva;Vasilyeva;;Vasilyeva;;;;;;;;;x
b_yurevets;Nizhny Jur'ev-Pol'skij;Nizhny Jur'ev-Pol'skij;Nizhny Jur'ev-Pol'skij;;Nizhny Jur'ev-Pol'skij;;;;;;;;;x
b_gorodez;Gorodec-Radilov;Gorodec-Radilov;Gorodec-Radilov;;Gorodec-Radilov;;;;;;;;;x
b_kovemino;Korenëvo;Korenëvo;Korenëvo;;Korenëvo;;;;;;;;;x
b_bogorodsk;Bogorodichnoye;Bogorodichnoye;Bogorodichnoye;;Bogorodichnoye;;;;;;;;;x
b_kstovo;Kstovo;Kstovo;Kstovo;;Kstovo;;;;;;;;;x
b_knyaginino;Knyaginin;Knyaginin;Knyaginin;;Knyaginin;;;;;;;;;x
b_rastyapino;Rastyapino;Rastyapino;Rastyapino;;Rastyapino;;;;;;;;;x
b_balakhna;Sol-na-Gorodtse ;Sol-na-Gorodtse ;Sol-na-Gorodtse ;;Sol-na-Gorodtse ;;;;;;;;;x
b_nizhnynovgorod;Nizhny Novgorod;Nizhny Novgorod;Nizhny Novgorod;;Nizhny Novgorod;;;;;;;;;x
b_gorbatovo;Mesecersk;Mesecersk;Mesecersk;;Mesecersk;;;;;;;;;x
#Ustyg;;;;;;;;;;;;;;
b_velikyustug;Ustjug;Ustjug;Ustjug;;Ustjug;;;;;;;;;x
b_solvychegodsk;Usolsk;Usolsk;Usolsk;;Usolsk;;;;;;;;;x
b_troitsegledenskymonastery;Troitse-Gledensky;Troitse-Gledensky;Troitse-Gledensky;;Troitse-Gledensky;;;;;;;;;x
b_gledenustyg;Gleden;Gleden;Gleden;;Gleden;;;;;;;;;x
b_dymkovskaya;Dymkovskaya;Dymkovskaya;Dymkovskaya;;Dymkovskaya;;;;;;;;;x
b_gradmersky;Grad Mersky ;Grad Mersky ;Grad Mersky ;;Grad Mersky ;;;;;;;;;x
b_chukholma;Chukholma;Chukholma;Chukholma;;Chukholma;;;;;;;;;x
b_buy;Vui;Vui;Vui;;Vui;;;;;;;;;x
#Murom;;;;;;;;;;;;;;
b_kadom;Kadom;Kadom;Kadom;;Kadom;;;;;;;;;x
b_temnikov;Temnikov;Temnikov;Temnikov;;Temnikov;;;;;;;;;x
b_sarov;Sarov;Sarov;Sarov;;Sarov;;;;;;;;;x
b_murom;Murom;Murom;Murom;;Murom;;;;;;;;;x
b_melenki;Melenki;Melenki;Melenki;;Melenki;;;;;;;;;x
b_borisobgleskij;Borisobgleskij;Borisobgleskij;Borisobgleskij;;Borisobgleskij;;;;;;;;;x
b_starodubvockij;Starodub-Vockij;Starodub-Vockij;Starodub-Vockij;;Starodub-Vockij;;;;;;;;;x
b_pavlovomorom;Pavlovo;Pavlovo;Pavlovo;;Pavlovo;;;;;;;;;x
#Ryazan;;;;;;;;;;;;;;
b_kolomna;Kolomna;Kolomna;Kolomna;;Kolomna;;;;;;;;;x
b_tula;Tula;Tula;Tula;;Tula;;;;;;;;;x
b_ozery;Nizhy Rostislavl;Nizhy Rostislavl;Nizhy Rostislavl;;Nizhy Rostislavl;;;;;;;;;x
b_zaratysk;Krasnyje;Krasnyje;Krasnyje;;Krasnyje;;;;;;;;;x
b_venev;Venëv;Venëv;Venëv;;Venëv;;;;;;;;;x
b_dedilovo;Dedoslavl;Dedoslavl;Dedoslavl;;Dedoslavl;;;;;;;;;x
b_pronsk;Pronsk;Pronsk;Pronsk;;Pronsk;;;;;;;;;x
b_ryazhsk;Rjazsk;Rjazsk;Rjazsk;;Rjazsk;;;;;;;;;x
b_skopin;Lilharevo;Lilharevo;Lilharevo;;Lilharevo;;;;;;;;;x
b_elets;Elec;Elec;Elec;;Elec;;;;;;;;;x
b_lipetsk;Lipeck;Lipeck;Lipeck;;Lipeck;;;;;;;;;x
b_dankov;Dubok;Dubok;Dubok;;Dubok;;;;;;;;;x
b_ryazan;Rjazan;Rjazan;Rjazan;;Rjazan;;;;;;;;;x
b_murmino;Belgorod-Rjazanskij;Belgorod-Rjazanskij;Belgorod-Rjazanskij;;Belgorod-Rjazanskij;;;;;;;;;x
b_perejaslavl_rjazanskij;Perejaslavl-Rjazanskij;Perejaslavl-Rjazanskij;Perejaslavl-Rjazanskij;;Perejaslavl-Rjazanskij;;;;;;;;;x
b_shilovo;Silov;Silov;Silov;;Silov;;;;;;;;;x
b_olgov;Novyj Gorodok Ol'gov;Novyj Gorodok Ol'gov;Novyj Gorodok Ol'gov;;Novyj Gorodok Ol'gov;;;;;;;;;x
b_grodets;Gorodec-Meseërskij;Gorodec-Meseërskij;Gorodec-Meseërskij;;Gorodec-Meseërskij;;;;;;;;;x
b_borisgolebov;Borisgolebov;Borisgolebov;Borisgolebov;;Borisgolebov;;;;;;;;;x
b_izeslavl;Izeslavl;Izeslavl;Izeslavl;;Izeslavl;;;;;;;;;x
b_spassk;Vaskina;Vaskina;Vaskina;;Vaskina;;;;;;;;;x
b_rybnino;Rybnino;Rybnino;Rybnino;;Rybnino;;;;;;;;;x
b_mikhaylov;Mihajlov;Mihajlov;Mihajlov;;Mihajlov;;;;;;;;;x
#Moskva;;;;;;;;;;;;;;x
b_moskva;Moskva;Moskva;Moskva;;Moskva;;;;;;;;;x
b_peremyslmoskv;Peremysl-Moskvaskij;Peremysl-Moskvaskij;Peremysl-Moskvaskij;;Peremysl-Moskvaskij;;;;;;;;;x
b_lopasnja;Lopasnja;Lopasnja;Lopasnja;;Lopasnja;;;;;;;;;x
b_kasira;Kasira;Kasira;Kasira;;Kasira;;;;;;;;;x
b_danilovmonestary;Svyato-Danilov;Svyato-Danilov;Svyato-Danilov;;Svyato-Danilov;;;;;;;;;x
b_zvenigorodmozaskiy;Zvenigorod-Mozajskskij;Zvenigorod-Mozajskskij;Zvenigorod-Mozajskskij;;Zvenigorod-Mozajskskij;;;;;;;;;x
b_volgamozhaysk;Mozajsk;Mozajsk;Mozajsk;;Mozajsk;;;;;;;;;x
b_ruza;Ruza;Ruza;Ruza;;Ruza;;;;;;;;;x
b_vetca;Vetca;Vetca;Vetca;;Vetca;;;;;;;;;x
b_vereya;Vereja;Vereja;Vereja;;Vereja;;;;;;;;;x
b_watchinghillmonastaryofstsavva;Storozhi Holm;Storozhi Holm;Storozhi Holm;;Storozhi Holm;;;;;;;;;x
b_obolensk;Obolensk;Obolensk;Obolensk;;Obolensk;;;;;;;;;x
b_borovsk;Borovsk;Borovsk;Borovsk;;Borovsk;;;;;;;;;x
b_medyn;Medyn;Medyn;Medyn;;Medyn;;;;;;;;;x
b_kondrovo;Kremenec;Kremenec;Kremenec;;Kremenec;;;;;;;;;x
b_stpaphnutiusmonestary;St. Paphnutius;St. Paphnutius;St. Paphnutius;;St. Paphnutius;;;;;;;;;x
b_tarusa;Tarusa;Tarusa;Tarusa;;Tarusa;;;;;;;;;x
b_serpukhov;Serpukhov;Serpukhov;Serpukhov;;Serpukhov;;;;;;;;;x
b_kaluga;Kaluga;Kaluga;Kaluga;;Kaluga;;;;;;;;;x
b_aleksin;Aleksin;Aleksin;Aleksin;;Aleksin;;;;;;;;;x
b_kremyonki;Ljubutusk;Ljubutusk;Ljubutusk;;Ljubutusk;;;;;;;;;x
#Kiev;;;;;;;;;;;;;;
#Novosil;;;;;;;;;;;;;;
b_kozelzk;Kozel'sk;Kozel'sk;Kozel'sk;;Kozel'sk;;;;;;;;;x
b_belyov;Belëv;Belëv;Belëv;;Belëv;;;;;;;;;x
b_volokna;Volokna;Volokna;Volokna;;Volokna;;;;;;;;;x
b_odoyev;Odoev;Odoev;Odoev;;Odoev;;;;;;;;;x
b_bolkhov;Bolkhov;Bolkhov;Bolkhov;;Bolkhov;;;;;;;;;x
b_serensk;Serensk;Serensk;Serensk;;Serensk;;;;;;;;;x
b_domagosc;Domagosc;Domagosc;Domagosc;;Domagosc;;;;;;;;;x
b_novosil;Novosil';Novosil';Novosil';;Novosil';;;;;;;;;x
b_mtsensk;Mchensk;Mchensk;Mchensk;;Mchensk;;;;;;;;;x
b_korsev;Korsev;Korsev;Korsev;;Korsev;;;;;;;;;x
b_livny;Ust-Livny;Ust-Livny;Ust-Livny;;Ust-Livny;;;;;;;;;x
b_kolpny;Kolpny;Kolpny;Kolpny;;Kolpny;;;;;;;;;x
b_orel;Zvenigorod-Okaskij;Zvenigorod-Okaskij;Zvenigorod-Okaskij;;Zvenigorod-Okaskij;;;;;;;;;x
b_karachev;Karacev;Karacev;Karacev;;Karacev;;;;;;;;;x
b_kromy;Krom;Krom;Krom;;Krom;;;;;;;;;x
b_vorotynsk;Vorotynsk;Vorotynsk;Vorotynsk;;Vorotynsk;;;;;;;;;x
b_serpeysk;Serpejsk;Serpejsk;Serpejsk;;Serpejsk;;;;;;;;;x
b_mosalsk;Mosl'sk;Mosl'sk;Mosl'sk;;Mosl'sk;;;;;;;;;x
b_meshchovsk;Mescovsk;Mescovsk;Mescovsk;;Mescovsk;;;;;;;;;x
#Toropets;;;;;;;;;;;;;;
b_toropets;Toropec;Toropec;Toropec;;Toropec;;;;;;;;;x
b_volok;Dubrovka;Dubrovka;Dubrovka;;Dubrovka;;;;;;;;;x
b_kynya;Kin;Kin;Kin;;Kin;;;;;;;;;x
b_zhizhtsa;Zizec;Zizec;Zizec;;Zizec;;;;;;;;;x
b_molodytud;Tud;Tud;Tud;;Tud;;;;;;;;;x
b_selizharovo;Hotsin;Hotsin;Hotsin;;Hotsin;;;;;;;;;x
b_oscen;Oscen';Oscen';Oscen';;Oscen';;;;;;;;;x
b_klichen;Klicen';Klicen';Klicen';;Klicen';;;;;;;;;x
b_zamoshe;Zabacev;Zabacev;Zabacev;;Zabacev;;;;;;;;;x
b_stolobny;Nilov;Nilov;Nilov;;Nilov;;;;;;;;;x
b_ostashkov;Ostashkov;Ostashkov;Ostashkov;;Ostashkov;;;;;;;;;x
b_rzhev;Rzeva;Rzeva;Rzeva;;Rzeva;;;;;;;;;x
b_verigino;Formin;Formin;Formin;;Formin;;;;;;;;;x
b_vyazma;Vjaz'ma;Vjaz'ma;Vjaz'ma;;Vjaz'ma;;;;;;;;;x
b_sychyovka;Sychyovka;Sychyovka;Sychyovka;;Sychyovka;;;;;;;;;x
#Smolensk;;;;;;;;;;;;;;
b_smolensk;Smolensk;Smolensk;Smolensk;;Smolensk;;;;;;;;;x
b_belyy;Belaja;Belaja;Belaja;;Belaja;;;;;;;;;x
b_lucin;Lucin;Lucin;Lucin;;Lucin;;;;;;;;;x
b_kasplya;Kasplja;Kasplja;Kasplja;;Kasplja;;;;;;;;;x
b_demidov;Porec'e;Porec'e;Porec'e;;Porec'e;;;;;;;;;x
b_zhichitsy;Zidcici;Zidcici;Zidcici;;Zidcici;;;;;;;;;x
b_gnezdovo;Sviecesko;Sviecesko;Sviecesko;;Sviecesko;;;;;;;;;x
b_verzavsk;Verzavsk;Verzavsk;Verzavsk;;Verzavsk;;;;;;;;;x
b_dukhovshchina;Svjatoj Duh;Svjatoj Duh;Svjatoj Duh;;Svjatoj Duh;;;;;;;;;x
b_dorogobuzh;Dorogobuz;Dorogobuz;Dorogobuz;;Dorogobuz;;;;;;;;;x
b_roslavl;Rostislavl;Rostislavl;Rostislavl;;Rostislavl;;;;;;;;;x
b_mitishkino;Mstislavec;Mstislavec;Mstislavec;;Mstislavec;;;;;;;;;x
b_elnya;El'nja;El'nja;El'nja;;El'nja;;;;;;;;;x
b_pacynrostislvl;Pacyn';Pacyn';Pacyn';;Pacyn';;;;;;;;;x
b_iziaslvl;Iziaslavl;Iziaslavl;Iziaslavl;;Iziaslavl;;;;;;;;;x
b_spass_demensk;Demensk;Demensk;Demensk;;Demensk;;;;;;;;;x
b_mstitslavl;Mstislavl';Mstislavl';Mstislavl';;Mstislavl';;;;;;;;;x
b_chocimsk;Zaroj;Zaroj;Zaroj;;Zaroj;;;;;;;;;x
b_slauharad;Propoisk;Propoisk;Propoisk;;Propoisk;;;;;;;;;x
b_bychaw;Byhov;Byhov;Byhov;;Byhov;;;;;;;;;x
b_mogliev;Mogliëv;Mogliëv;Mogliëv;;Mogliëv;;;;;;;;;x
b_krychaw;Kricev;Kricev;Kricev;;Kricev;;;;;;;;;x
b_khislvichi;Hislavici;Hislavici;Hislavici;;Hislavici;;;;;;;;;x
b_orsha;Rsha;Rsha;Rsha;;Rsha;;;;;;;;;x
b_kopys;Kopys';Kopys';Kopys';;Kopys';;;;;;;;;x
b_krasnyy;Krasen;Krasen;Krasen;;Krasen;;;;;;;;;x
b_horki;Yorkji;Yorkji;Yorkji;;Yorkji;;;;;;;;;x
#Chernigov;;;;;;;;;;;;;;
b_chernigov;Chernigov;Chernigov;Chernigov;;Chernigov;;;;;;;;;x
b_morivsk;Morovsk;Morovsk;Morovsk;;Morovsk;;;;;;;;;x
b_oster;Osterskij Gorordok;Osterskij Gorordok;Osterskij Gorordok;;Osterskij Gorordok;;;;;;;;;x
b_nizhyn;Unenezh;Unenezh;Unenezh;;Unenezh;;;;;;;;;x
b_eletskymonestary;Eletsky Pechersk Lavra;Eletsky Pechersk Lavra;Eletsky Pechersk Lavra;;Eletsky Pechersk Lavra;;;;;;;;;x
b_menachernigov;Mena;Mena;Mena;;Mena;;;;;;;;;x
b_syvolozh;Vsevoloz;Vsevoloz;Vsevoloz;;Vsevoloz;;;;;;;;;x
b_borzna;Borzna;Borzna;Borzna;;Borzna;;;;;;;;;x
b_kozelets;Kozlohrad ;Kozlohrad ;Kozlohrad ;;Kozlohrad ;;;;;;;;;x
b_lyubech;Ljubec;Ljubec;Ljubec;;Ljubec;;;;;;;;;x
b_horodnya;Horobor;Horobor;Horobor;;Horobor;;;;;;;;;x
b_brahin;Brjagin;Brjagin;Brjagin;;Brjagin;;;;;;;;;x
b_ripky;Ripky;Ripky;Ripky;;Ripky;;;;;;;;;x
b_sedniv;Sedniv;Sedniv;Sedniv;;Sedniv;;;;;;;;;x
b_gomel;Gomij;Gomij;Gomij;;Gomij;;;;;;;;;x
b_novyydrokov;Drokov;Drokov;Drokov;;Drokov;;;;;;;;;x
b_cacersk;Cecersk;Cecersk;Cecersk;;Cecersk;;;;;;;;;x
b_gorvol;Gorvol;Gorvol;Gorvol;;Gorvol;;;;;;;;;x
b_recyca;Recica;Recica;Recica;;Recica;;;;;;;;;x
b_bryansk;Brjansk;Brjansk;Brjansk;;Brjansk;;;;;;;;;x
b_trubchevsk;Trubeck;Trubeck;Trubeck;;Trubeck;;;;;;;;;x
b_vshchizh;Vsciz;Vsciz;Vsciz;;Vsciz;;;;;;;;;x
b_mglin;Mglin;Mglin;Mglin;;Mglin;;;;;;;;;x
b_starodub_chernigov;Starodub;Starodub;Starodub;;Starodub;;;;;;;;;x
#Severia;;;;;;;;;;;;;;
b_sosnytsia;Sosnica;Sosnica;Sosnica;;Sosnica;;;;;;;;;x
b_glukhov;Gluhov;Gluhov;Gluhov;;Gluhov;;;;;;;;;x
b_novgorodseversky;Novgorod-Severkij;Novgorod-Severkij;Novgorod-Severkij;;Novgorod-Severkij;;;;;;;;;x
b_putyvl;Putivl;Putivl;Putivl;;Putivl;;;;;;;;;x
b_sevsk;Sevsk;Sevsk;Sevsk;;Sevsk;;;;;;;;;x
b_rylsk;Ryl'sk;Ryl'sk;Ryl'sk;;Ryl'sk;;;;;;;;;x
b_starivyrky;Vyr;Vyr;Vyr;;Vyr;;;;;;;;;x
b_lgov;Olgov;Olgov;Olgov;;Olgov;;;;;;;;;x
b_oboyan;Vejahan';Vejahan';Vejahan';;Vejahan';;;;;;;;;x
b_kursk;Kursk;Kursk;Kursk;;Kursk;;;;;;;;;x
#Perejslavl;;;;;;;;;;;;;;
b_zolotonosha;Zolotonosha;Zolotonosha;Zolotonosha;;Zolotonosha;;;;;;;;;x
b_nosivka;Nosov-Roudiskij;Nosov-Roudiskij;Nosov-Roudiskij;;Nosov-Roudiskij;;;;;;;;;x
b_pereyaslavl;Perejaslavl;Perejaslavl;Perejaslavl;;Perejaslavl;;;;;;;;;x
b_baryshivska;Baruc;Baruc;Baruc;;Baruc;;;;;;;;;x
b_yaroslavka;Jaroslavka;Jaroslavka;Jaroslavka;;Jaroslavka;;;;;;;;;x
b_pyryatyn;Pirjatin;Pirjatin;Pirjatin;;Pirjatin;;;;;;;;;x
b_pryluky;Priluki;Priluki;Priluki;;Priluki;;;;;;;;;x
b_mittromneystyle_heeeeeeeeeey_wealthy_ladies;Romen;Romen;Romen;;Romen;;;;;;;;;x
b_hlynsk;Glinsk;Glinsk;Glinsk;;Glinsk;;;;;;;;;x
b_khotyn;Hoten;Hoten;Hoten;;Hoten;;;;;;;;;x
b_lukolm;Lukoml;Lukoml;Lukoml;;Lukoml;;;;;;;;;x
b_grosin;Grosin;Grosin;Grosin;;Grosin;;;;;;;;;x
b_vosin;Vosin;Vosin;Vosin;;Vosin;;;;;;;;;x
b_lubny;Lubno;Lubno;Lubno;;Lubno;;;;;;;;;x
b_snityn;Soknjatin;Soknjatin;Soknjatin;;Soknjatin;;;;;;;;;x
b_kiev;Kiev;Kiev;Kiev;;Kiev;;;;;;;;;x
b_chruchofthethies;Desyatinnaya Tserkov';Desyatinnaya Tserkov';Desyatinnaya Tserkov';;Desyatinnaya Tserkov';;;;;;;;;x
b_gorodeckievskij;Gorodec-Kievskij;Gorodec-Kievskij;Gorodec-Kievskij;;Gorodec-Kievskij;;;;;;;;;x
b_vyshhorod;Vysgorod;Vysgorod;Vysgorod;;Vysgorod;;;;;;;;;x
b_bilohorodka;Belgorod-Kievskij;Belgorod-Kievskij;Belgorod-Kievskij;;Belgorod-Kievskij;;;;;;;;;x
b_berestovocchurchquarter;Berestovo;Berestovo;Berestovo;;Berestovo;;;;;;;;;x
b_vasylkiv;Vasil'ev;Vasil'ev;Vasil'ev;;Vasil'ev;;;;;;;;;x
b_svjatopolc;Svjatopolc;Svjatopolc;Svjatopolc;;Svjatopolc;;;;;;;;;x
b_trypillya;Trepol';Trepol';Trepol';;Trepol';;;;;;;;;x
b_kanevkievskij;Kanev;Kanev;Kanev;;Kanev;;;;;;;;;x
b_zarub;Zarub;Zarub;Zarub;;Zarub;;;;;;;;;x
b_zhitomir;Zitomir;Zitomir;Zitomir;;Zitomir;;;;;;;;;x
b_vinnytsia;Vinnica;Vinnica;Vinnica;;Vinnica;;;;;;;;;x
b_jaropolk;Jaropolc;Jaropolc;Jaropolc;;Jaropolc;;;;;;;;;x
b_yuriev;Jurev;Jurev;Jurev;;Jurev;;;;;;;;;x
b_kotelnya;Kotel'nica;Kotel'nica;Kotel'nica;;Kotel'nica;;;;;;;;;x
b_berdychiv;Boskij;Boskij;Boskij;;Boskij;;;;;;;;;x
b_volodymyrivka;Volodarev;Volodarev;Volodarev;;Volodarev;;;;;;;;;x
b_dunaivtsi;Dubici;Dubici;Dubici;;Dubici;;;;;;;;;x
b_lyubar;Bolohovo-Zitomirskij;Bolohovo-Zitomirskij;Bolohovo-Zitomirskij;;Bolohovo-Zitomirskij;;;;;;;;;x
b_kolodyazhne;Kolodjan;Kolodjan;Kolodjan;;Kolodjan;;;;;;;;;x
b_iskorosten;Ikorosten;Ikorosten;Ikorosten;;Ikorosten;;;;;;;;;x
b_ovruch;Vrucij;Vrucij;Vrucij;;Vrucij;;;;;;;;;x
b_chernobel;Cernobyl';Cernobyl';Cernobyl';;Cernobyl';;;;;;;;;x
b_mezhyrica;Micesk;Micesk;Micesk;;Micesk;;;;;;;;;x
b_korsun;Korsun;Korsun;Korsun;;Korsun;;;;;;;;;x
b_cherkassy;Cerkassy;Cerkassy;Cerkassy;;Cerkassy;;;;;;;;;x
b_zvenyhorodka;Zvenigorod-Kievskij;Zvenigorod-Kievskij;Zvenigorod-Kievskij;;Zvenigorod-Kievskij;;;;;;;;;x
b_tarashcha;Torcesk;Torcesk;Torcesk;;Torcesk;;;;;;;;;x
b_bohuslav;Boguslav;Boguslav;Boguslav;;Boguslav;;;;;;;;;x
#Turov;;;;;;;;;;;;;;
b_rahachow;Rogacev;Rogacev;Rogacev;;Rogacev;;;;;;;;;x
b_zlobin;Hlepen;Hlepen;Hlepen;;Hlepen;;;;;;;;;x
b_stresin;Stresin;Stresin;Stresin;;Stresin;;;;;;;;;x
b_lukski;Lucin;Lucin;Lucin;;Lucin;;;;;;;;;x
b_turov;Turov;Turov;Turov;;Turov;;;;;;;;;x
b_hlusk;Glusk;Glusk;Glusk;;Glusk;;;;;;;;;x
b_mazyr;Mozyr';Mozyr';Mozyr';;Mozyr';;;;;;;;;x
b_petrykaw;Pererov;Pererov;Pererov;;Pererov;;;;;;;;;x
b_lelchytsy;Lel'cicy;Lel'cicy;Lel'cicy;;Lel'cicy;;;;;;;;;x
b_zhytkavichy;Zikovici;Zikovici;Zikovici;;Zikovici;;;;;;;;;x
b_pinsk;Pinsk;Pinsk;Pinsk;;Pinsk;;;;;;;;;x
b_kapyl;Kopyl';Kopyl';Kopyl';;Kopyl';;;;;;;;;x
b_slutsk;Sluck;Sluck;Sluck;;Sluck;;;;;;;;;x
b_kletsk;Kleck;Kleck;Kleck;;Kleck;;;;;;;;;x
b_nesvizh;Nesviz;Nesviz;Nesviz;;Nesviz;;;;;;;;;x
b_motal;Prohov;Prohov;Prohov;;Prohov;;;;;;;;;x
b_luninets;Malyj Lunin;Malyj Lunin;Malyj Lunin;;Malyj Lunin;;;;;;;;;x
b_lyubeshiv;Ljubjaz;Ljubjaz;Ljubjaz;;Ljubjaz;;;;;;;;;x
b_dubrovytsya;Dubrovica;Dubrovica;Dubrovica;;Dubrovica;;;;;;;;;x
#Podlaise;;;;;;;;;;;;;;
b_navahrudka;Novgorodok;Novgorodok;Novgorodok;;Novgorodok;;;;;;;;;x
b_slonim;Slonim;Slonim;Slonim;;Slonim;;;;;;;;;x
b_volkovysk;Volkovysk;Volkovysk;Volkovysk;;Volkovysk;;;;;;;;;x
b_lavrashevmonastery;Lavrashev;Lavrashev;Lavrashev;;Lavrashev;;;;;;;;;x
b_tykocin;Tykocin;Tykocin;Tykocin;;Tykocin;;;;;;;;;x
b_bielsk;Bel'sk;Bel'sk;Bel'sk;;Bel'sk;;;;;;;;;x
b_drohiczyn;Dorogicinin;Dorogicinin;Dorogicinin;;Dorogicinin;;;;;;;;;x
b_bransk;Bransk;Bransk;Bransk;;Bransk;;;;;;;;;x
#Vladimir-Volynskij;;;;;;;;;;;;;;
b_kamyanyets;Kamenec;Kamenec;Kamenec;;Kamenec;;;;;;;;;x
b_beresty;Berestye;Berestye;Berestye;;Berestye;;;;;;;;;x
b_kobryn;Kobrin;Kobrin;Kobrin;;Kobrin;;;;;;;;;x
b_dzivin;Divin;Divin;Divin;;Divin;;;;;;;;;x
b_bialapodlaska;Biala;Biala;Biala;;Biala;;;;;;;;;x
b_lutsk;Luck;Luck;Luck;;Luck;;;;;;;;;x
b_vladimirvolynsky;Vladimir-Volynskij;Vladimir-Volynskij;Vladimir-Volynskij;;Vladimir-Volynskij;;;;;;;;;x
b_kaminkashyrskyi;Kamen;Kamen;Kamen;;Kamen;;;;;;;;;x
b_staryichortoryisk;Cartorijsk;Cartorijsk;Cartorijsk;;Cartorijsk;;;;;;;;;x
b_cherven;Cetvertnja;Cetvertnja;Cetvertnja;;Cetvertnja;;;;;;;;;x
b_turiisk;Turijsk;Turijsk;Turijsk;;Turijsk;;;;;;;;;x
b_stepan;Stepan';Stepan';Stepan';;Stepan';;;;;;;;;x
b_ustyluh;Oustylouh;Oustylouh;Oustylouh;;Oustylouh;;;;;;;;;x
b_luboml;Luboml;Luboml;Luboml;;Luboml;;;;;;;;;x
b_ivanichy;Ivanitchi ;Ivanitchi ;Ivanitchi ;;Ivanitchi ;;;;;;;;;x
b_dorohobuzh;Dorogobuz-Volynskij;Dorogobuz-Volynskij;Dorogobuz-Volynskij;;Dorogobuz-Volynskij;;;;;;;;;x
b_rovno;Rovno;Rovno;Rovno;;Rovno;;;;;;;;;x
b_ostroh;Ostrog;Ostrog;Ostrog;;Ostrog;;;;;;;;;x
b_peresopnytsya;Peresopnica;Peresopnica;Peresopnica;;Peresopnica;;;;;;;;;x
b_shumsk;Sumsk;Sumsk;Sumsk;;Sumsk;;;;;;;;;x
b_izyaslav;Izjalsvl-Volynskij;Izjalsvl-Volynskij;Izjalsvl-Volynskij;;Izjalsvl-Volynskij;;;;;;;;;x
#Belz;;;;;;;;;;;;;;
b_kholm;Holm;Holm;Holm;;Holm;;;;;;;;;x
b_uhrusk;Ugorvsk;Ugorvsk;Ugorvsk;;Ugorvsk;;;;;;;;;x
b_wlodawa;Volodava;Volodava;Volodava;;Volodava;;;;;;;;;x
b_hrubieszow;Hrubieszow;Hrubieszow;Hrubieszow;;Hrubieszow;;;;;;;;;x
b_volyn;Volyn;Volyn;Volyn;;Volyn;;;;;;;;;x
b_chervenbelzskij;Cerven;Cerven;Cerven;;Cerven;;;;;;;;;x
b_lubaczow;Lubacev;Lubacev;Lubacev;;Lubacev;;;;;;;;;x
b_szcerbrzeszyn;Sutejsk;Sutejsk;Sutejsk;;Sutejsk;;;;;;;;;x
#Lublin/Sandomierz;;;;;;;;;;;;;;
b_cock;Cocsk;;;;;;;;;;;;;x
b_goraj;Goray;;;;;;;;;;;;;x
#Terebovl;;;;;;;;;;;;;;
b_skalapodilska;Skala;Skala;Skala;;Skala;;;;;;;;;x
b_kamyanetspodilsky;Kamenec-Podilskij;Kamenec-Podilskij;Kamenec-Podilskij;;Kamenec-Podilskij;;;;;;;;;x
b_sokilets;Sokolec;Sokolec;Sokolec;;Sokolec;;;;;;;;;x
b_kolodiivka;Bakota;Bakota;Bakota;;Bakota;;;;;;;;;x
b_tykhomel;Tihomel';Tihomel';Tihomel';;Tihomel';;;;;;;;;x
b_ilavche;Ilovec;Ilovec;Ilovec;;Ilovec;;;;;;;;;x
b_mykulyntsi;Mikulin;Mikulin;Mikulin;;Mikulin;;;;;;;;;x
b_terebovl;Terebovl;Terebovl;Terebovl;;Terebovl;;;;;;;;;x
b_zbarazh;Zbaraz;Zbaraz;Zbaraz;;Zbaraz;;;;;;;;;x
b_ternopil;Ternopil;Ternopil;Ternopil;;Ternopil;;;;;;;;;x
b_peremyl;Peremil;Peremil;Peremil;;Peremil;;;;;;;;;x
b_lvov;L'vov;L'vov;L'vov;;L'vov;;;;;;;;;x
b_busk;Buzsk;Buzsk;Buzsk;;Buzsk;;;;;;;;;x
